Unnamed: 0,Company Name, Location,Datum,Detail,Status Rocket, Rocket,Status Mission
3856,SpaceX,"Jiuquan, China",1970-06-21 14:38,Vega,StatusRetired,181.9,Success
3857,ULA,"Satish Dhawan Space Centre, India",1959-03-13 21:26,Soyuz,StatusActive,,Prelaunch Failure
3858,Northrop,"Vandenberg AFB, CA, USA",1980-10-09 07:08,H-IIA,StatusActive,,Success
3859,Roscosmos,"Cape Canaveral, FL, USA",1993-02-11 14:01,Atlas V,StatusRetired,367.3,Success
3860,Northrop,"Guiana Space Centre, French Guiana",1972-10-11 06:46,PSLV,StatusRetired,195.0,Partial Failure
3861,ISRO,"Baikonur Cosmodrome, Kazakhstan",2014-04-06 17:21,Soyuz,StatusRetired,,Success
3862,CASC,"Baikonur Cosmodrome, Kazakhstan",2011-03-01 17:09,Antares,StatusRetired,,Success
3863,ESA,"Wenchang, China",2008-07-22 21:49,Long March 3B,StatusRetired,95.4,Success
3864,SpaceX,"Kennedy Space Center, FL, USA",1960-08-06 00:06,Soyuz,StatusRetired,,Failure
3865,Arianespace,"Tanegashima Space Center, Japan",2012-02-13 02:13,Vega,StatusRetired,,Success
3866,SpaceX,"Satish Dhawan Space Centre, India",2018-10-22 11:45,New Glenn,StatusRetired,503.6,Success
3867,CASC,"Cape Canaveral, FL, USA",1980-07-24 03:12,Ariane 5,StatusRetired,,Partial Failure
3868,CASC,"Kennedy Space Center, FL, USA",1990-08-22 15:15,Electron,StatusRetired,196.7,Success
3869,ISRO,"Baikonur Cosmodrome, Kazakhstan",1986-06-05 21:04,Falcon 9,StatusRetired,,Success
3870,Northrop,"Tanegashima Space Center, Japan",1974-06-15 19:24,Antares,StatusRetired,151.6,Success
3871,CASC,"Vandenberg AFB, CA, USA",1975-10-27 05:37,Long March 3B,StatusRetired,27.9,Failure
3872,Northrop,"Baikonur Cosmodrome, Kazakhstan",1987-01-18 17:37,Falcon 9,StatusRetired,157.7,Failure
3873,SpaceX,"Satish Dhawan Space Centre, India",2016-04-20 06:55,Vega,StatusActive,21.7,Success
3874,Arianespace,"Jiuquan, China",2016-01-14 23:47,Starship,StatusRetired,807.9,Success
3875,Roscosmos,"Jiuquan, China",1975-04-15 08:25,New Glenn,StatusRetired,141.1,Success
3876,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",2005-02-26 12:43,H-IIA,StatusActive,135.7,Success
3877,JAXA,"Satish Dhawan Space Centre, India",2019-11-05 18:25,Starship,StatusRetired,,Success
3878,CASC,"Guiana Space Centre, French Guiana",2002-05-26 22:54,Antares,StatusRetired,158.5,Success
3879,Boeing,"Tanegashima Space Center, Japan",1975-10-04 00:07,Atlas V,StatusRetired,29.7,Success
3880,Northrop,"Plesetsk Cosmodrome, Russia",1978-09-02 03:20,Long March 3B,StatusRetired,96.5,Partial Failure
3881,Rocket Lab,"Baikonur Cosmodrome, Kazakhstan",1980-11-07 21:50,H-IIA,StatusRetired,1038.1,Failure
3882,Arianespace,"Kennedy Space Center, FL, USA",2001-12-10 20:57,Vulcan,StatusRetired,60.6,Success
3883,Roscosmos,"Vandenberg AFB, CA, USA",1968-10-16 04:48,PSLV,StatusActive,,Partial Failure
3884,Roscosmos,"Wenchang, China",1986-03-10 02:18,H-IIA,StatusActive,696.9,Failure
3885,Blue Origin,"Kennedy Space Center, FL, USA",2014-08-18 00:28,Delta II,StatusRetired,68.6,Success
3886,Arianespace,"Jiuquan, China",1994-03-17 22:32,New Glenn,StatusRetired,,Success
3887,Roscosmos,"Wenchang, China",2009-06-21 22:51,Starship,StatusActive,572.8,Success
3888,CASC,"Guiana Space Centre, French Guiana",1987-04-28 08:22,Long March 3B,StatusActive,83.6,Success
3889,Roscosmos,"Guiana Space Centre, French Guiana",1992-08-13 04:06,H-IIA,StatusRetired,66.8,Success
3890,Arianespace,"Tanegashima Space Center, Japan",2020-11-01 05:48,Vulcan,StatusActive,23.5,Failure
3891,SpaceX,"Tanegashima Space Center, Japan",1975-06-01 21:48,Ariane 5,StatusRetired,49.3,Failure
3892,Roscosmos,"Cape Canaveral, FL, USA",2004-08-15 12:11,Ariane 5,StatusRetired,61.3,Failure
3893,CASC,"Guiana Space Centre, French Guiana",2001-01-01 03:07,Antares,StatusRetired,,Success
3894,Arianespace,"Jiuquan, China",1992-06-06 04:30,PSLV,StatusActive,212.1,Success
3895,CASC,"Tanegashima Space Center, Japan",1986-01-25 04:44,Falcon 9,StatusRetired,,Partial Failure
3896,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2011-01-26 10:07,Proton-M,StatusRetired,43.3,Success
3897,MHI,"Jiuquan, China",2005-08-13 07:32,H-IIA,StatusRetired,578.5,Failure
3898,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",2011-07-27 12:28,Electron,StatusRetired,49.3,Success
3899,ISRO,"Kennedy Space Center, FL, USA",1989-03-28 04:27,Vega,StatusActive,901.1,Partial Failure
3900,CASC,"Cape Canaveral, FL, USA",1974-06-01 20:39,Long March 3B,StatusActive,172.7,Success
3901,RVSN USSR,"Vandenberg AFB, CA, USA",2019-09-05 16:54,H-IIA,StatusActive,,Success
3902,ULA,"Vandenberg AFB, CA, USA",2008-07-09 22:44,Falcon 9,StatusActive,252.1,Success
3903,Roscosmos,"Satish Dhawan Space Centre, India",2005-12-25 08:01,H-IIA,StatusRetired,669.0,Failure
3904,ULA,"Vandenberg AFB, CA, USA",2015-03-17 18:51,Proton-M,StatusRetired,,Success
3905,Boeing,"Tanegashima Space Center, Japan",1984-06-16 16:30,Atlas V,StatusActive,113.7,Prelaunch Failure
3906,Roscosmos,"Jiuquan, China",2015-11-08 06:29,Electron,StatusRetired,,Success
3907,Arianespace,"Vandenberg AFB, CA, USA",2003-04-17 02:50,Proton-M,StatusRetired,112.7,Success
3908,SpaceX,"Wenchang, China",1967-03-15 18:55,Vega,StatusRetired,233.6,Success
3909,Roscosmos,"Cape Canaveral, FL, USA",2013-09-24 08:09,New Glenn,StatusActive,699.1,Success
3910,ULA,"Vandenberg AFB, CA, USA",2016-10-01 13:49,Electron,StatusRetired,,Success
3911,SpaceX,"Vandenberg AFB, CA, USA",2010-02-12 14:25,Proton-M,StatusRetired,,Success
3912,CASC,"Tanegashima Space Center, Japan",2001-01-05 00:29,Vulcan,StatusRetired,1340.2,Failure
3913,ULA,"Guiana Space Centre, French Guiana",1989-02-24 05:14,Vega,StatusActive,100.5,Failure
3914,ISRO,"Plesetsk Cosmodrome, Russia",1973-07-06 05:17,Vulcan,StatusRetired,409.0,Success
3915,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1962-10-25 00:55,Antares,StatusRetired,354.5,Success
3916,CASC,"Tanegashima Space Center, Japan",1960-01-01 02:16,Falcon 9,StatusRetired,35.2,Prelaunch Failure
3917,ISRO,"Vandenberg AFB, CA, USA",1976-06-25 15:07,Long March 3B,StatusRetired,199.7,Success
3918,Roscosmos,"Tanegashima Space Center, Japan",2004-07-01 16:39,Proton-M,StatusActive,184.9,Success
3919,Arianespace,"Kennedy Space Center, FL, USA",2003-09-10 16:24,Electron,StatusRetired,3577.4,Success
3920,ESA,"Tanegashima Space Center, Japan",1983-08-10 08:11,Vulcan,StatusActive,10.7,Failure
3921,ULA,"Baikonur Cosmodrome, Kazakhstan",1971-06-03 18:35,Ariane 5,StatusActive,,Prelaunch Failure
3922,ULA,"Tanegashima Space Center, Japan",1962-03-17 20:53,PSLV,StatusRetired,118.1,Prelaunch Failure
3923,Rocket Lab,"Satish Dhawan Space Centre, India",2003-08-19 10:59,Proton-M,StatusActive,103.8,Partial Failure
3924,MHI,"Kennedy Space Center, FL, USA",1970-07-28 03:13,Long March 3B,StatusActive,61.3,Failure
3925,CASC,"Plesetsk Cosmodrome, Russia",2016-03-11 13:37,Starship,StatusRetired,,Success
3926,SpaceX,"Guiana Space Centre, French Guiana",1967-09-18 16:01,Falcon 9,StatusRetired,294.2,Failure
3927,CASC,"Jiuquan, China",1995-12-02 07:35,Ariane 5,StatusActive,,Success
3928,SpaceX,"Guiana Space Centre, French Guiana",1965-02-09 09:06,New Glenn,StatusRetired,86.4,Success
3929,SpaceX,"Vandenberg AFB, CA, USA",1982-03-24 03:15,Starship,StatusActive,402.2,Success
3930,CASC,"Baikonur Cosmodrome, Kazakhstan",1972-02-17 13:15,Vulcan,StatusActive,,Success
3931,MHI,"Satish Dhawan Space Centre, India",1961-01-28 08:03,Vega,StatusRetired,92.1,Failure
3932,RVSN USSR,"Satish Dhawan Space Centre, India",2013-04-14 23:05,Vulcan,StatusActive,34.3,Success
3933,ULA,"Tanegashima Space Center, Japan",2008-05-04 00:38,Ariane 5,StatusRetired,357.6,Success
3934,Roscosmos,"Jiuquan, China",2017-06-17 00:50,Proton-M,StatusActive,58.0,Success
3935,SpaceX,"Plesetsk Cosmodrome, Russia",1966-05-17 07:56,New Glenn,StatusRetired,540.2,Failure
3936,Arianespace,"Jiuquan, China",2006-01-12 02:00,Falcon 9,StatusRetired,225.7,Partial Failure
3937,SpaceX,"Cape Canaveral, FL, USA",1959-03-28 00:38,Vega,StatusRetired,122.3,Failure
3938,JAXA,"Satish Dhawan Space Centre, India",1969-01-20 20:44,Soyuz,StatusRetired,,Success
3939,SpaceX,"Satish Dhawan Space Centre, India",1999-11-18 00:47,Electron,StatusRetired,,Success
3940,RVSN USSR,"Vandenberg AFB, CA, USA",2005-05-03 21:29,Delta II,StatusRetired,652.1,Success
3941,Roscosmos,"Wenchang, China",1986-05-11 21:45,H-IIA,StatusActive,120.4,Partial Failure
3942,Arianespace,"Guiana Space Centre, French Guiana",2018-12-25 03:22,Atlas V,StatusRetired,175.4,Success
3943,SpaceX,"Cape Canaveral, FL, USA",2010-11-18 22:43,Long March 3B,StatusActive,,Failure
3944,Roscosmos,"Tanegashima Space Center, Japan",2001-06-04 11:16,Long March 3B,StatusRetired,125.1,Success
3945,RVSN USSR,"Kennedy Space Center, FL, USA",1962-08-17 20:14,Long March 3B,StatusRetired,733.6,Success
3946,Boeing,"Vandenberg AFB, CA, USA",1973-10-18 09:34,Soyuz,StatusActive,113.3,Failure
3947,CASC,"Kennedy Space Center, FL, USA",2015-12-05 22:51,Falcon 9,StatusRetired,97.7,Success
3948,Roscosmos,"Kennedy Space Center, FL, USA",2001-01-14 19:28,Starship,StatusActive,293.9,Success
3949,CASC,"Plesetsk Cosmodrome, Russia",2007-04-10 11:00,Ariane 5,StatusRetired,202.4,Success
3950,Blue Origin,"Satish Dhawan Space Centre, India",2009-10-15 00:09,Vega,StatusActive,701.9,Success
3951,JAXA,"Jiuquan, China",1975-11-01 17:46,Ariane 5,StatusRetired,,Failure
3952,Roscosmos,"Plesetsk Cosmodrome, Russia",1998-01-16 01:48,Ariane 5,StatusActive,93.6,Success
3953,CASC,"Wenchang, China",1991-09-11 07:21,Atlas V,StatusActive,35.7,Partial Failure
3954,Roscosmos,"Jiuquan, China",2002-11-23 21:25,Starship,StatusRetired,,Success
3955,CASC,"Kennedy Space Center, FL, USA",1982-07-20 08:20,Long March 3B,StatusActive,40.8,Success
3956,SpaceX,"Kennedy Space Center, FL, USA",2007-07-06 19:42,Antares,StatusRetired,,Success
3957,CASC,"Satish Dhawan Space Centre, India",1961-12-24 05:55,Long March 3B,StatusRetired,40.2,Partial Failure
3958,MHI,"Tanegashima Space Center, Japan",1985-05-22 13:32,Soyuz,StatusActive,90.1,Success
3959,Roscosmos,"Jiuquan, China",2020-07-16 06:23,Ariane 5,StatusRetired,54.9,Success
3960,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1993-12-02 08:10,Atlas V,StatusActive,,Prelaunch Failure
3961,RVSN USSR,"Guiana Space Centre, French Guiana",1976-02-01 23:22,Delta II,StatusActive,1127.8,Failure
3962,Arianespace,"Tanegashima Space Center, Japan",2005-04-24 15:50,Soyuz,StatusActive,,Success
3963,Arianespace,"Jiuquan, China",1977-07-24 01:14,Soyuz,StatusRetired,47.6,Failure
3964,Arianespace,"Guiana Space Centre, French Guiana",1966-03-09 02:35,H-IIA,StatusActive,,Failure
3965,Roscosmos,"Vandenberg AFB, CA, USA",2020-02-22 19:53,Delta II,StatusRetired,127.4,Success
3966,Roscosmos,"Satish Dhawan Space Centre, India",1961-10-12 06:43,Long March 3B,StatusRetired,,Success
3967,ULA,"Guiana Space Centre, French Guiana",1992-02-17 03:09,Ariane 5,StatusActive,,Failure
3968,Boeing,"Jiuquan, China",1962-01-25 05:56,Long March 3B,StatusRetired,,Success
3969,CASC,"Wenchang, China",1982-05-28 21:45,Electron,StatusRetired,90.9,Success
3970,ISRO,"Wenchang, China",1960-12-15 02:48,Soyuz,StatusActive,56.2,Failure
3971,SpaceX,"Satish Dhawan Space Centre, India",2018-06-19 10:09,Long March 3B,StatusActive,,Failure
3972,ISRO,"Plesetsk Cosmodrome, Russia",1995-06-27 20:31,Falcon 9,StatusRetired,282.3,Success
3973,Northrop,"Plesetsk Cosmodrome, Russia",1995-09-22 09:41,New Glenn,StatusRetired,10.4,Success
3974,Northrop,"Wenchang, China",2006-04-10 02:55,Proton-M,StatusRetired,,Success
3975,ULA,"Plesetsk Cosmodrome, Russia",1991-01-26 14:16,Delta II,StatusActive,14.8,Failure
3976,Northrop,"Jiuquan, China",1957-06-27 17:50,Ariane 5,StatusActive,149.4,Prelaunch Failure
3977,SpaceX,"Wenchang, China",1980-05-12 18:11,Delta II,StatusRetired,,Failure
3978,ESA,"Guiana Space Centre, French Guiana",2013-10-14 23:04,H-IIA,StatusActive,104.8,Success
3979,SpaceX,"Satish Dhawan Space Centre, India",1992-06-09 23:26,Long March 3B,StatusRetired,191.7,Prelaunch Failure
3980,SpaceX,"Vandenberg AFB, CA, USA",1962-03-27 15:29,Long March 3B,StatusActive,310.3,Success
3981,Roscosmos,"Guiana Space Centre, French Guiana",1997-02-13 14:46,Antares,StatusRetired,,Success
3982,Boeing,"Guiana Space Centre, French Guiana",2010-06-03 05:43,Ariane 5,StatusRetired,341.9,Success
3983,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2002-01-21 01:26,Ariane 5,StatusActive,229.3,Success
3984,RVSN USSR,"Kennedy Space Center, FL, USA",2016-07-14 19:40,New Glenn,StatusActive,69.8,Success
3985,Rocket Lab,"Satish Dhawan Space Centre, India",2000-07-21 03:04,Electron,StatusRetired,,Success
3986,Roscosmos,"Wenchang, China",2016-10-10 20:57,Falcon 9,StatusActive,,Success
3987,ULA,"Tanegashima Space Center, Japan",2013-07-16 07:21,Atlas V,StatusRetired,241.0,Failure
3988,JAXA,"Jiuquan, China",1987-12-07 09:06,PSLV,StatusRetired,179.5,Success
3989,CASC,"Baikonur Cosmodrome, Kazakhstan",1976-11-04 21:45,H-IIA,StatusActive,27.8,Failure
3990,ULA,"Wenchang, China",1980-10-27 04:15,Long March 3B,StatusActive,51.3,Success
3991,RVSN USSR,"Vandenberg AFB, CA, USA",1981-01-20 14:04,Ariane 5,StatusRetired,,Failure
3992,MHI,"Kennedy Space Center, FL, USA",1992-04-23 02:22,Ariane 5,StatusRetired,49.5,Success
3993,RVSN USSR,"Guiana Space Centre, French Guiana",1977-07-25 09:04,Proton-M,StatusActive,,Partial Failure
3994,Arianespace,"Tanegashima Space Center, Japan",1986-11-11 22:14,H-IIA,StatusRetired,58.6,Success
3995,Arianespace,"Plesetsk Cosmodrome, Russia",1980-09-16 17:24,PSLV,StatusRetired,352.9,Success
3996,Arianespace,"Tanegashima Space Center, Japan",2000-05-20 07:30,Proton-M,StatusRetired,99.6,Success
3997,ULA,"Jiuquan, China",1998-02-04 20:01,Starship,StatusActive,48.6,Success
3998,CASC,"Kennedy Space Center, FL, USA",1986-07-22 21:07,Soyuz,StatusActive,59.0,Partial Failure
3999,CASC,"Kennedy Space Center, FL, USA",1978-10-22 22:31,H-IIA,StatusRetired,158.9,Partial Failure
4000,Roscosmos,"Plesetsk Cosmodrome, Russia",1984-01-23 07:03,H-IIA,StatusRetired,,Success
4001,JAXA,"Guiana Space Centre, French Guiana",1963-07-17 18:22,Electron,StatusRetired,154.7,Partial Failure
4002,Boeing,"Vandenberg AFB, CA, USA",1991-06-13 17:52,Vulcan,StatusActive,,Success
4003,ISRO,"Guiana Space Centre, French Guiana",2011-07-11 22:32,New Glenn,StatusRetired,827.2,Success
4004,SpaceX,"Jiuquan, China",1984-10-03 19:46,Soyuz,StatusRetired,349.5,Partial Failure
4005,SpaceX,"Vandenberg AFB, CA, USA",1970-03-09 17:53,Vulcan,StatusActive,62.8,Success
4006,ISRO,"Guiana Space Centre, French Guiana",2012-03-06 11:32,Delta II,StatusActive,21.2,Success
4007,Roscosmos,"Kennedy Space Center, FL, USA",1966-07-22 06:50,Vulcan,StatusRetired,103.5,Success
4008,Roscosmos,"Cape Canaveral, FL, USA",1972-02-21 00:55,Vega,StatusRetired,47.6,Success
4009,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1972-01-11 06:33,Falcon 9,StatusActive,,Success
4010,Arianespace,"Vandenberg AFB, CA, USA",2010-09-16 06:18,Electron,StatusRetired,281.0,Failure
4011,Roscosmos,"Cape Canaveral, FL, USA",1987-09-19 12:56,Proton-M,StatusRetired,146.9,Success
4012,ESA,"Wenchang, China",1998-07-27 23:04,Vega,StatusRetired,,Success
4013,RVSN USSR,"Wenchang, China",1981-07-05 22:18,Soyuz,StatusRetired,137.8,Success
4014,ULA,"Guiana Space Centre, French Guiana",1969-03-14 00:32,Starship,StatusRetired,119.3,Failure
4015,Roscosmos,"Plesetsk Cosmodrome, Russia",1962-10-17 17:55,Ariane 5,StatusActive,41.5,Partial Failure
4016,ESA,"Guiana Space Centre, French Guiana",2000-02-03 00:31,New Glenn,StatusActive,79.4,Partial Failure
4017,Roscosmos,"Plesetsk Cosmodrome, Russia",1965-11-04 04:40,Proton-M,StatusRetired,,Prelaunch Failure
4018,ULA,"Guiana Space Centre, French Guiana",2001-07-16 11:08,Vega,StatusActive,419.4,Success
4019,RVSN USSR,"Tanegashima Space Center, Japan",1992-09-16 17:54,Electron,StatusRetired,,Prelaunch Failure
4020,ISRO,"Jiuquan, China",2012-01-21 10:32,Starship,StatusRetired,185.1,Success
4021,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",1999-04-26 18:53,Starship,StatusActive,116.0,Success
4022,Arianespace,"Plesetsk Cosmodrome, Russia",1976-06-25 09:33,PSLV,StatusRetired,,Failure
4023,Roscosmos,"Jiuquan, China",1974-07-04 06:30,New Glenn,StatusRetired,153.6,Success
4024,ESA,"Tanegashima Space Center, Japan",2014-10-19 19:01,Falcon 9,StatusActive,,Success
4025,SpaceX,"Wenchang, China",1999-07-26 18:37,PSLV,StatusRetired,,Partial Failure
4026,ISRO,"Guiana Space Centre, French Guiana",2013-10-17 09:40,Electron,StatusRetired,526.8,Success
4027,Arianespace,"Satish Dhawan Space Centre, India",1977-02-13 07:25,Ariane 5,StatusRetired,65.2,Success
4028,ISRO,"Jiuquan, China",1960-04-26 10:40,Delta II,StatusRetired,,Partial Failure
4029,Roscosmos,"Guiana Space Centre, French Guiana",2006-05-22 19:59,New Glenn,StatusActive,,Failure
4030,Arianespace,"Wenchang, China",1989-12-23 19:08,H-IIA,StatusActive,,Partial Failure
4031,ULA,"Plesetsk Cosmodrome, Russia",1983-01-26 07:59,Starship,StatusActive,,Success
4032,Northrop,"Jiuquan, China",1963-01-24 14:33,Electron,StatusRetired,194.9,Failure
4033,Roscosmos,"Vandenberg AFB, CA, USA",1962-10-28 23:32,New Glenn,StatusActive,89.1,Partial Failure
4034,CASC,"Guiana Space Centre, French Guiana",2019-03-01 08:40,Soyuz,StatusActive,,Success
4035,RVSN USSR,"Jiuquan, China",1971-10-12 12:39,Antares,StatusRetired,41.0,Failure
4036,ULA,"Kennedy Space Center, FL, USA",1974-03-04 20:04,Proton-M,StatusActive,,Failure
4037,ULA,"Tanegashima Space Center, Japan",1988-12-11 02:20,Antares,StatusActive,152.7,Success
4038,SpaceX,"Cape Canaveral, FL, USA",2012-08-05 03:48,Atlas V,StatusRetired,,Prelaunch Failure
4039,RVSN USSR,"Plesetsk Cosmodrome, Russia",1967-09-02 15:15,PSLV,StatusActive,304.2,Success
4040,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1976-11-17 19:34,Delta II,StatusRetired,61.1,Success
4041,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1980-12-08 05:32,Proton-M,StatusActive,61.0,Failure
4042,ISRO,"Tanegashima Space Center, Japan",1971-01-06 20:15,Electron,StatusActive,184.1,Success
4043,Arianespace,"Vandenberg AFB, CA, USA",2004-11-21 14:38,Delta II,StatusRetired,,Success
4044,Roscosmos,"Vandenberg AFB, CA, USA",1963-02-09 01:41,Electron,StatusRetired,115.7,Success
4045,Arianespace,"Satish Dhawan Space Centre, India",1977-10-13 14:05,H-IIA,StatusRetired,,Failure
4046,JAXA,"Satish Dhawan Space Centre, India",1998-02-11 01:23,Delta II,StatusRetired,,Partial Failure
4047,Roscosmos,"Cape Canaveral, FL, USA",1982-04-16 23:48,Proton-M,StatusRetired,,Failure
4048,ESA,"Cape Canaveral, FL, USA",2000-02-16 00:00,H-IIA,StatusRetired,,Success
4049,RVSN USSR,"Satish Dhawan Space Centre, India",2012-07-27 03:19,Starship,StatusRetired,,Partial Failure
4050,Roscosmos,"Tanegashima Space Center, Japan",2020-09-02 15:07,Falcon 9,StatusRetired,87.0,Success
4051,Boeing,"Wenchang, China",1970-07-10 00:25,Starship,StatusRetired,,Failure
4052,Roscosmos,"Plesetsk Cosmodrome, Russia",2013-12-12 18:42,Vega,StatusActive,376.9,Success
4053,CASC,"Kennedy Space Center, FL, USA",1993-06-08 16:24,Antares,StatusRetired,,Prelaunch Failure
4054,Roscosmos,"Satish Dhawan Space Centre, India",2014-10-11 09:11,Atlas V,StatusRetired,165.4,Success
4055,RVSN USSR,"Vandenberg AFB, CA, USA",1977-01-10 08:06,Delta II,StatusRetired,,Failure
4056,CASC,"Plesetsk Cosmodrome, Russia",1974-11-13 11:46,Falcon 9,StatusActive,297.8,Success
4057,CASC,"Wenchang, China",1961-10-25 07:16,Atlas V,StatusActive,105.8,Success
4058,CASC,"Cape Canaveral, FL, USA",1959-09-17 04:13,Delta II,StatusActive,,Prelaunch Failure
4059,CASC,"Guiana Space Centre, French Guiana",1979-05-07 01:47,Proton-M,StatusRetired,,Failure
4060,SpaceX,"Tanegashima Space Center, Japan",1982-11-24 16:34,Vulcan,StatusActive,,Failure
4061,ULA,"Vandenberg AFB, CA, USA",1993-05-03 22:00,Delta II,StatusActive,,Success
4062,ULA,"Baikonur Cosmodrome, Kazakhstan",1980-06-20 17:49,Electron,StatusActive,,Failure
4063,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",2005-09-13 03:14,Atlas V,StatusActive,71.9,Failure
4064,CASC,"Cape Canaveral, FL, USA",1975-08-19 18:50,Antares,StatusRetired,144.4,Success
4065,Roscosmos,"Guiana Space Centre, French Guiana",2007-08-07 09:04,Vulcan,StatusRetired,92.4,Success
4066,RVSN USSR,"Vandenberg AFB, CA, USA",1981-08-09 18:42,Proton-M,StatusActive,,Prelaunch Failure
4067,MHI,"Tanegashima Space Center, Japan",1977-01-19 06:04,Vega,StatusRetired,226.4,Partial Failure
4068,Roscosmos,"Cape Canaveral, FL, USA",2020-01-13 19:11,New Glenn,StatusActive,,Success
4069,SpaceX,"Wenchang, China",1968-08-22 18:46,Soyuz,StatusActive,208.0,Failure
4070,Rocket Lab,"Baikonur Cosmodrome, Kazakhstan",2013-05-08 11:35,Delta II,StatusRetired,,Success
4071,Boeing,"Jiuquan, China",2017-09-22 11:17,Ariane 5,StatusRetired,,Success
4072,CASC,"Kennedy Space Center, FL, USA",1997-02-18 16:50,Soyuz,StatusRetired,399.0,Success
4073,SpaceX,"Plesetsk Cosmodrome, Russia",1989-09-23 15:42,PSLV,StatusRetired,311.7,Prelaunch Failure
4074,SpaceX,"Satish Dhawan Space Centre, India",2006-12-02 01:47,Vulcan,StatusRetired,28.7,Partial Failure
4075,SpaceX,"Wenchang, China",2009-08-18 00:48,Proton-M,StatusActive,244.1,Failure
4076,SpaceX,"Tanegashima Space Center, Japan",1960-09-18 17:56,New Glenn,StatusActive,64.0,Success
4077,RVSN USSR,"Jiuquan, China",2019-04-11 12:04,Long March 3B,StatusActive,121.8,Prelaunch Failure
4078,Roscosmos,"Tanegashima Space Center, Japan",1998-01-01 23:28,Starship,StatusRetired,34.5,Success
4079,Northrop,"Baikonur Cosmodrome, Kazakhstan",2013-01-14 05:32,Proton-M,StatusActive,,Success
